# plugin	O-Prism
# uiRoot	Source/ui/public
# generated	2026-08-30T20:55:40.643Z
# NOTE	class is a SUGGESTION WITH A REASON, never a silent drop. Read every UNSURE and every DELETE row.
# source	file	line	selector	attr	class	keyed	suggestedKey	text	reason
html-text	index.html	1322	div.mod-matrix-info		LABEL	no	mod-tab.route-any-source-to	Route any source to any destination. 16 slots available.	prose survives the readout filter
html-text	index.html	1325	span.mod-col-on		LABEL	no	mod-tab.on	On	prose survives the readout filter
html-text	index.html	1327	span.mod-col-src		LABEL	no	mod-tab.source	Source	prose survives the readout filter
html-text	index.html	1328	span.mod-col-dst		LABEL	no	mod-tab.destination	Destination	prose survives the readout filter
html-text	index.html	1329	span.mod-col-amt		LABEL	no	mod-tab.amount	Amount	prose survives the readout filter
html-text	index.html	1342	div.interval-list-header		LABEL	no	interval-list.intervals-12-notes	Intervals (12 notes)	prose survives the readout filter
html-text	index.html	1348	button.viz-btn.active		LABEL	no	tuning-tab.circle	Circle	prose survives the readout filter
html-text	index.html	1349	button.viz-btn		LABEL	no	tuning-tab.polar	Polar	prose survives the readout filter
html-text	index.html	1350	button.viz-btn		LABEL	no	tuning-tab.matrix	Matrix	prose survives the readout filter
html-text	index.html	1351	button.viz-btn		LABEL	no	tuning-tab.true-keys	True Keys	prose survives the readout filter
html-text	index.html	1352	button.viz-btn		LABEL	no	tuning-tab.rotation	Rotation	prose survives the readout filter
html-text	index.html	1366	div.pitch-circle-label		LABEL	no	circle-view.scale-intervals	Scale Intervals	prose survives the readout filter
html-text	index.html	1374	div.tk-hint		LABEL	no	truekeys-view.hold-2-notes-to	Hold 2+ notes to see intervals	prose survives the readout filter
html-text	index.html	1385	span.library-header-text		LABEL	no	library-header.tuning-library	Tuning Library	prose survives the readout filter
html-text	index.html	1391	option		LABEL	no	library-filter.all-categories	All Categories	prose survives the readout filter
html-text	index.html	1392	option		LABEL	no	library-filter.historical	Historical	prose survives the readout filter
html-text	index.html	1393	option		LABEL	no	library-filter.just-intonation	Just Intonation	prose survives the readout filter
html-text	index.html	1394	option		LABEL	no	library-filter.equal-divisions	Equal Divisions	prose survives the readout filter
html-text	index.html	1395	option		LABEL	no	library-filter.non-octave	Non-Octave	prose survives the readout filter
html-text	index.html	1396	option		LABEL	no	library-filter.world	World	prose survives the readout filter
html-text	index.html	1412	span.knob-label		LABEL	no	ref-pitch-knob.a4-ref	A4 Ref	prose survives the readout filter
html-text	index.html	1413	#ref-pitch-value		READOUT	no	ref-pitch-value	440.0 Hz	no two-letter run survives once interpolations, numbers and unit tokens are removed (D-03)
html-text	index.html	1418	#scale-name-display		LABEL	no	scale-name-display	12-TET Standard	prose survives the readout filter
html-text	index.html	1423	span.octave-stretch-label		LABEL	no	tuning-tab.stretch	Stretch	prose survives the readout filter
html-text	index.html	1433	#btn-load-scl		LABEL	no	btn-load-scl	Load .SCL	prose survives the readout filter
html-text	index.html	1434	#btn-load-kbm		LABEL	no	btn-load-kbm	Load .KBM	prose survives the readout filter
html-text	index.html	1435	#btn-save-scl		LABEL	no	btn-save-scl	Save .SCL	prose survives the readout filter
html-text	index.html	1436	#btn-save-kbm		LABEL	no	btn-save-kbm	Save .KBM	prose survives the readout filter
html-text	index.html	1437	#btn-export-html		LABEL	no	btn-export-html	Export HTML	prose survives the readout filter
html-text	index.html	1444	span.generator-header-text		LABEL	no	generator-header.generate-scale	Generate Scale	prose survives the readout filter
html-text	index.html	1450	option		LABEL	no	generator-type.edo-equal-division	EDO (Equal Division)	prose survives the readout filter
html-text	index.html	1451	option		LABEL	no	generator-type.harmonic-series	Harmonic Series	prose survives the readout filter
html-text	index.html	1452	option		LABEL	no	generator-type.rank-2-temperament	Rank-2 Temperament	prose survives the readout filter
html-text	index.html	1457	label		LABEL	no	generator-inputs.divisions	Divisions	prose survives the readout filter
html-text	index.html	1461	label		LABEL	no	generator-inputs.period-cents	Period (cents)	prose survives the readout filter
html-text	index.html	1465	#btn-generate		LABEL	no	btn-generate	Generate	prose survives the readout filter
html-text	index.html	1477	span		LABEL	no	section-delay.delay	Delay	prose survives the readout filter
html-text	index.html	1477	#toggle-delayBypass		LABEL	no	toggle-delayBypass	ON	prose survives the readout filter
html-text	index.html	1482	span.dropdown-label		LABEL	no	section-delay.mode	Mode	prose survives the readout filter
html-text	index.html	1484	option		LABEL	no	select-delaymode.normal	Normal	prose survives the readout filter
html-text	index.html	1484	option		LABEL	no	select-delaymode.pingpong	PingPong	prose survives the readout filter
html-text	index.html	1488	span.dropdown-label		LABEL	no	section-delay.sync	Sync	prose survives the readout filter
html-text	index.html	1489	#toggle-delaySync		LABEL	no	toggle-delaySync	Off	prose survives the readout filter
html-text	index.html	1492	span.dropdown-label		LABEL	no	section-delay.division	Division	prose survives the readout filter
html-text	index.html	1505	span		LABEL	no	section-chorus.chorus	Chorus	prose survives the readout filter
html-text	index.html	1505	#toggle-chorusBypass		LABEL	no	toggle-chorusBypass	ON	prose survives the readout filter
html-text	index.html	1515	span		LABEL	no	section-dist.distortion	Distortion	prose survives the readout filter
html-text	index.html	1515	#toggle-distBypass		LABEL	no	toggle-distBypass	ON	prose survives the readout filter
html-text	index.html	1518	span.dropdown-label		LABEL	no	section-dist.type	Type	prose survives the readout filter
html-text	index.html	1520	option		LABEL	no	select-disttype.softclip	SoftClip	prose survives the readout filter
html-text	index.html	1520	option		LABEL	no	select-disttype.hardclip	HardClip	prose survives the readout filter
html-text	index.html	1520	option		LABEL	no	select-disttype.tube	Tube	prose survives the readout filter
html-text	index.html	1520	option		LABEL	no	select-disttype.fold	Fold	prose survives the readout filter
html-text	index.html	1530	span		LABEL	no	section-reverb.reverb	Reverb	prose survives the readout filter
html-text	index.html	1530	#toggle-reverbBypass		LABEL	no	toggle-reverbBypass	ON	prose survives the readout filter
html-text	index.html	1543	span		LABEL	no	section-eq.3-band-eq	3-Band EQ	prose survives the readout filter
html-text	index.html	1543	#toggle-eqBypass		LABEL	no	toggle-eqBypass	ON	prose survives the readout filter
html-text	index.html	1559	button.wt-osc-btn.active		LABEL	no	wavetable-tab.osc-a	Osc A	prose survives the readout filter
html-text	index.html	1560	button.wt-osc-btn		LABEL	no	wavetable-tab.osc-b	Osc B	prose survives the readout filter
html-text	index.html	1571	span.wt-label		LABEL	no	wavetable-tab.harmonics	Harmonics	prose survives the readout filter
html-text	index.html	1582	span.wt-waveform-preview-label		LABEL	no	wavetable-tab.waveform	Waveform	prose survives the readout filter
html-text	index.html	1590	#wt-op-normalize		LABEL	no	wt-op-normalize	Normalize	prose survives the readout filter
html-text	index.html	1591	#wt-op-normalizeGlobal		LABEL	no	wt-op-normalizeGlobal	Normalize Global	prose survives the readout filter
html-text	index.html	1593	#wt-op-fade		LABEL	no	wt-op-fade	Fade Edges	prose survives the readout filter
html-text	index.html	1594	#wt-op-reverse		LABEL	no	wt-op-reverse	Reverse	prose survives the readout filter
html-text	index.html	1595	#wt-op-reverseOrder		LABEL	no	wt-op-reverseOrder	Reverse Order	prose survives the readout filter
html-text	index.html	1596	#wt-op-smooth		LABEL	no	wt-op-smooth	Smooth	prose survives the readout filter
